index,type,fitness,vehicle,distance,satisfaction
1,随机,16939.404,24,4569.702,63.4
2,随机,16229.1775,22,4341.589,64.47
3,随机,16229.1775,22,4341.589,64.47
4,随机,16229.1775,22,4341.589,64.47
5,随机,15490.913,22,4292.456,67.67
6,随机,15490.913,22,4292.456,67.67
7,随机,15490.913,22,4292.456,67.67
8,随机,15487.0603,22,4330.53,68.07
9,随机,15487.0603,22,4330.53,68.07
10,随机,15448.6531,21,4047.327,65.33
11,随机,15175.8521,21,4084.926,67.07
12,随机,15174.5044,22,4174.252,68.07
13,随机,15174.5044,22,4174.252,68.07
14,随机,15174.5044,22,4174.252,68.07
15,随机,15174.5044,22,4174.252,68.07
16,随机,14654.2077,20,3707.104,65.8
17,随机,14654.2077,20,3707.104,65.8
18,随机,14541.3443,21,4047.672,69.87
19,随机,14541.3443,21,4047.672,69.87
20,随机,14505.6812,21,4035.841,69.93
21,随机,14505.6812,21,4035.841,69.93
22,随机,14505.6812,21,4035.841,69.93
23,随机,14505.6812,21,4035.841,69.93
24,随机,14305.8179,20,3919.909,69.67
25,随机,14305.8179,20,3919.909,69.67
26,随机,14305.8179,20,3919.909,69.67
27,随机,14084.8938,21,3799.447,69.67
28,随机,14084.8938,21,3799.447,69.67
29,随机,14084.8938,21,3799.447,69.67
30,随机,14026.1037,19,3383.052,65.6
31,随机,14026.1037,19,3383.052,65.6
32,随机,13969.2121,19,3374.606,65.8
33,随机,13772.5839,19,3503.292,68.07
34,随机,13765.1558,19,3419.578,67.27
35,随机,13690.4386,20,3492.219,68.47
36,随机,13507.2663,19,3516.633,69.53
37,随机,13412.5047,19,3483.252,69.67
38,随机,13406.4588,19,3466.229,69.53
39,随机,13321.238,19,3437.619,69.67
40,随机,13258.0838,19,3392.042,69.53
41,随机,13118.6545,19,3389.327,70.2
42,随机,12854.7526,18,3260.376,70.13
43,随机,12819.8259,18,3302.913,70.73
44,随机,12819.8259,18,3302.913,70.73
45,随机,12662.4346,19,3401.217,72.6
46,随机,12662.4346,19,3401.217,72.6
47,随机,12601.2404,18,3300.62,71.8
48,随机,12531.9007,18,3292.95,72.07
49,随机,12530.4337,18,3318.217,72.33
50,随机,12290.3722,18,3285.186,73.2
51,随机,11766.9757,18,3270.488,75.67
52,随机,11766.9757,18,3270.488,75.67
53,随机,11766.9757,18,3270.488,75.67
54,随机,11766.9757,18,3270.488,75.67
55,随机,11766.9757,18,3270.488,75.67
56,随机,11737.8221,18,3295.911,76.07
57,随机,11737.8221,18,3295.911,76.07
58,随机,11737.8221,18,3295.911,76.07
59,随机,11737.8221,18,3295.911,76.07
60,随机,11737.8221,18,3295.911,76.07
61,随机,11719.8864,18,3286.943,76.07
62,随机,11719.8864,18,3286.943,76.07
63,随机,11718.9329,18,3286.466,76.07
64,随机,11718.9329,18,3286.466,76.07
65,随机,11419.6621,18,3282.831,77.53
66,随机,11335.1629,18,3254.581,77.67
67,随机,11086.8373,18,3210.419,78.47
68,随机,11086.8373,18,3210.419,78.47
69,随机,11086.8373,18,3210.419,78.47
70,随机,11086.8373,18,3210.419,78.47
71,随机,11086.8373,18,3210.419,78.47
72,随机,11086.8373,18,3210.419,78.47
73,随机,11020.5068,18,3223.253,78.93
74,随机,11020.5068,18,3223.253,78.93
75,随机,11020.5068,18,3223.253,78.93
76,随机,11020.5068,18,3223.253,78.93
77,随机,11020.5068,18,3223.253,78.93
78,随机,11020.5068,18,3223.253,78.93
79,随机,11005.3141,18,3215.657,78.93
80,随机,10989.5842,18,3207.792,78.93
81,随机,10926.7904,18,3170.395,78.87
82,随机,10920.6637,18,3180.332,79.0
83,随机,10920.6637,18,3180.332,79.0
84,随机,10917.5762,18,3165.788,78.87
85,随机,10917.5762,18,3165.788,78.87
86,随机,10905.0866,18,3159.543,78.87
87,随机,10882.4911,18,3148.246,78.87
88,随机,10882.4911,18,3148.246,78.87
89,随机,10875.6378,18,3144.819,78.87
90,随机,10848.6265,18,3131.313,78.87
91,随机,10716.5226,18,3245.261,80.67
92,随机,10716.5226,18,3245.261,80.67
93,随机,10658.3021,18,3229.151,80.8
94,随机,10658.3021,18,3229.151,80.8
95,随机,10658.3021,18,3229.151,80.8
96,随机,10627.1696,18,3213.585,80.8
97,随机,10589.3481,18,3194.674,80.8
98,随机,10589.3481,18,3194.674,80.8
99,随机,10567.5461,18,3170.773,80.67
100,随机,10567.5461,18,3170.773,80.67
101,随机,10549.478,18,3174.739,80.8
102,随机,10549.478,18,3174.739,80.8
103,随机,10537.9283,18,3188.964,81.0
104,随机,10537.9283,18,3188.964,81.0
105,随机,10537.9283,18,3188.964,81.0
106,随机,10447.2246,18,3123.612,80.8
107,随机,10434.8695,18,3117.435,80.8
108,随机,10434.8695,18,3117.435,80.8
109,随机,10434.8695,18,3117.435,80.8
110,随机,10434.8695,18,3117.435,80.8
111,随机,10398.1312,18,3099.066,80.8
112,随机,10398.1312,18,3099.066,80.8
113,随机,10386.698,18,3093.349,80.8
114,随机,10386.698,18,3093.349,80.8
115,随机,10386.698,18,3093.349,80.8
116,随机,10386.698,18,3093.349,80.8
117,随机,10386.698,18,3093.349,80.8
118,随机,10386.698,18,3093.349,80.8
119,随机,10385.7052,18,3092.853,80.8
120,随机,10385.7052,18,3092.853,80.8
