generation,fitness
1,"(393133.12,)"
2,"(346575.49,)"
3,"(316619.5,)"
4,"(316619.5,)"
5,"(314155.08,)"
6,"(311989.18,)"
7,"(311989.18,)"
8,"(300924.25,)"
9,"(294153.66,)"
10,"(294153.66,)"
11,"(282785.97,)"
12,"(265537.36,)"
13,"(260610.33,)"
14,"(246123.08,)"
15,"(246123.08,)"
16,"(232678.05,)"
17,"(227378.69,)"
18,"(222191.39,)"
19,"(220442.68,)"
20,"(219834.48,)"
21,"(196665.23,)"
22,"(196665.23,)"
23,"(196665.23,)"
24,"(196665.23,)"
25,"(196665.23,)"
26,"(183538.46,)"
27,"(183538.46,)"
28,"(183538.46,)"
29,"(183538.46,)"
30,"(181395.31,)"
31,"(181395.31,)"
32,"(181395.31,)"
33,"(180936.86,)"
34,"(177678.55,)"
35,"(174635.29,)"
36,"(171644.57,)"
37,"(167968.52,)"
38,"(164885.06,)"
39,"(164676.81,)"
40,"(164540.28,)"
41,"(164540.28,)"
42,"(164321.18,)"
43,"(164321.18,)"
44,"(164209.47,)"
45,"(164181.22,)"
46,"(163985.14,)"
47,"(163985.14,)"
48,"(163120.31,)"
49,"(163120.31,)"
50,"(163120.31,)"
51,"(163120.31,)"
52,"(163120.31,)"
53,"(163120.31,)"
54,"(163120.31,)"
55,"(163120.31,)"
56,"(159730.28,)"
57,"(159730.28,)"
58,"(156869.76,)"
59,"(156869.76,)"
60,"(156869.76,)"
61,"(156869.76,)"
62,"(155788.07,)"
63,"(155788.07,)"
64,"(155788.07,)"
65,"(155788.07,)"
66,"(155788.07,)"
67,"(155788.07,)"
68,"(155788.07,)"
69,"(155788.07,)"
70,"(155788.07,)"
71,"(155788.07,)"
72,"(155788.07,)"
73,"(155788.07,)"
74,"(155788.07,)"
75,"(155788.07,)"
76,"(155166.36,)"
77,"(155166.36,)"
78,"(155166.36,)"
79,"(155166.36,)"
80,"(155166.36,)"
81,"(155166.36,)"
82,"(155166.36,)"
83,"(155166.36,)"
84,"(155166.36,)"
85,"(155148.15,)"
86,"(155148.15,)"
87,"(155148.15,)"
88,"(155148.15,)"
89,"(155148.15,)"
90,"(155148.15,)"
91,"(155148.15,)"
92,"(155148.15,)"
93,"(155148.15,)"
94,"(155120.13,)"
95,"(155120.13,)"
96,"(155120.13,)"
97,"(155120.13,)"
98,"(155120.13,)"
99,"(155120.13,)"
100,"(155120.13,)"

最好的粒子：[55, 69, 98, 53, 88, 60, 78, 73, 70, 61, 68, 91, 92, 95, 84, 63, 20, 97, 49, 19, 18, 21, 23, 48, 25, 22, 83, 80, 94, 96, 54, 81, 67, 66, 65, 90, 11, 10, 9, 13, 15, 16, 86, 57, 99, 52, 74, 87, 59, 75, 58, 77, 24, 64, 82, 14, 47, 17, 12, 7, 6, 4, 45, 5, 1, 3, 8, 46, 43, 40, 36, 37, 38, 39, 44, 42, 41, 35, 72, 71, 93, 56, 62, 34, 31, 29, 27, 26, 28, 30, 32, 33, 50, 85, 51, 76, 89, 79, 2, 100]

所有解：
(155120.13,)
(155148.15,)
(155148.15,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
(155166.36,)
