index,type,fitness,vehicle,distance,satisfaction
1,随机,18020.8772,22,4557.439,57.67
2,随机,17947.3404,22,4366.67,56.13
3,随机,17568.6936,22,4384.347,58.2
4,随机,17407.3739,23,4460.687,59.87
5,随机,17118.5061,23,4396.253,60.67
6,随机,16704.0473,22,4145.024,60.13
7,随机,16662.3685,22,4198.184,60.87
8,随机,16662.3685,22,4198.184,60.87
9,随机,16472.7481,21,3879.374,58.53
10,随机,16472.7481,21,3879.374,58.53
11,随机,15681.7364,22,3987.868,63.67
12,随机,15681.7364,22,3987.868,63.67
13,随机,15358.6929,21,3942.346,64.73
14,随机,15358.6929,21,3942.346,64.73
15,随机,15358.6929,21,3942.346,64.73
16,随机,15148.7674,21,3771.384,64.07
17,随机,15148.7674,21,3771.384,64.07
18,随机,15048.5839,21,3787.292,64.73
19,随机,15048.5839,21,3787.292,64.73
20,随机,14811.5195,19,3648.76,64.33
21,随机,14803.6702,21,3724.835,65.33
22,随机,14690.7124,20,3552.356,64.07
23,随机,14602.9213,20,3594.461,64.93
24,随机,14270.356,19,3492.178,65.47
25,随机,14270.356,19,3492.178,65.47
26,随机,14170.3208,19,3442.16,65.47
27,随机,14170.3208,19,3442.16,65.47
28,随机,14170.3208,19,3442.16,65.47
29,随机,14170.3208,19,3442.16,65.47
30,随机,14170.3208,19,3442.16,65.47
31,随机,14062.4538,20,3491.227,66.6
32,随机,14054.0552,18,3207.028,63.6
33,随机,13962.7167,19,3438.358,66.47
34,随机,13962.7167,19,3438.358,66.47
35,随机,13952.1803,19,3626.09,68.4
36,随机,13750.5754,18,3428.288,67.33
37,随机,13750.5754,18,3428.288,67.33
38,随机,13660.0297,18,3357.015,67.07
39,随机,13472.5125,18,3336.256,67.8
40,随机,13472.5125,18,3336.256,67.8
41,随机,13364.1357,18,3375.068,68.73
42,随机,13295.2988,18,3294.649,68.27
43,随机,13167.2502,18,3290.625,68.87
44,随机,13167.2502,18,3290.625,68.87
45,随机,13086.1169,18,3316.058,69.53
46,随机,13086.1169,18,3316.058,69.53
47,随机,13086.1169,18,3316.058,69.53
48,随机,12914.3109,18,3290.155,70.13
49,随机,12914.3109,18,3290.155,70.13
50,随机,12914.3109,18,3290.155,70.13
51,随机,12914.3109,18,3290.155,70.13
52,随机,12914.3109,18,3290.155,70.13
53,随机,12914.3109,18,3290.155,70.13
54,随机,12749.4756,18,3301.738,71.07
55,随机,12749.4756,18,3301.738,71.07
56,随机,12749.4756,18,3301.738,71.07
57,随机,12748.9156,18,3254.458,70.6
58,随机,12679.2884,18,3246.644,70.87
59,随机,12486.6768,18,3283.338,72.2
60,随机,12460.3824,18,3270.191,72.2
61,随机,12460.3824,18,3270.191,72.2
62,随机,12449.0193,18,3264.51,72.2
63,随机,12444.9094,18,3262.455,72.2
64,随机,12433.5462,18,3256.773,72.2
65,随机,12433.5462,18,3256.773,72.2
66,随机,12399.2106,17,3249.605,72.2
67,随机,12288.7571,17,3181.379,72.07
68,随机,12288.7571,17,3181.379,72.07
69,随机,12288.7571,17,3181.379,72.07
70,随机,12285.4941,17,3192.747,72.2
71,随机,12285.4941,17,3192.747,72.2
72,随机,12251.0022,17,3175.501,72.2
73,随机,12241.8183,17,3157.909,72.07
74,随机,12117.0824,17,3168.541,72.8
75,随机,12117.0824,17,3168.541,72.8
76,随机,12117.0824,17,3168.541,72.8
77,随机,12093.3696,17,3156.685,72.8
78,随机,12061.6011,17,3153.801,72.93
79,随机,12051.8751,17,3148.938,72.93
80,随机,12043.3625,17,3131.681,72.8
81,随机,12024.8697,17,3155.435,73.13
82,随机,11892.9165,17,3143.458,73.67
83,随机,11887.9264,17,3140.963,73.67
84,随机,11866.0552,17,3110.028,73.47
85,随机,11863.484,17,3128.742,73.67
86,随机,11856.1079,17,3125.054,73.67
87,随机,11736.2188,17,3118.109,74.2
88,随机,11725.2395,17,3112.62,74.2
89,随机,11717.8633,17,3108.932,74.2
90,随机,11717.8633,17,3108.932,74.2
91,随机,11512.9418,17,3113.471,75.27
92,随机,11512.9418,17,3113.471,75.27
93,随机,11512.9418,17,3113.471,75.27
94,随机,11501.9624,17,3107.981,75.27
95,随机,11473.8114,17,3093.906,75.27
96,随机,11338.5451,17,3106.273,76.07
97,随机,11338.5451,17,3106.273,76.07
98,随机,11338.5451,17,3106.273,76.07
99,随机,11338.5451,17,3106.273,76.07
100,随机,11338.5451,17,3106.273,76.07
101,随机,11338.5451,17,3106.273,76.07
102,随机,11338.5451,17,3106.273,76.07
103,随机,11214.3932,17,3097.197,76.6
104,随机,11213.5786,17,3096.789,76.6
105,随机,11213.5786,17,3096.789,76.6
106,随机,11210.9702,17,3095.485,76.6
107,随机,11210.9702,17,3095.485,76.6
108,随机,11210.9702,17,3095.485,76.6
109,随机,11204.5793,17,3092.29,76.6
110,随机,11199.1661,17,3089.583,76.6
111,随机,11184.0359,17,3082.018,76.6
112,随机,11184.0359,17,3082.018,76.6
113,随机,11184.0359,17,3082.018,76.6
114,随机,11184.0359,17,3082.018,76.6
115,随机,11184.0359,17,3082.018,76.6
116,随机,11184.0359,17,3082.018,76.6
117,随机,11184.0359,17,3082.018,76.6
118,随机,11175.9037,17,3077.952,76.6
119,随机,11174.222,17,3077.111,76.6
120,随机,11171.5919,17,3082.796,76.67
121,随机,11171.5919,17,3082.796,76.67
122,随机,11166.5909,17,3080.295,76.67
123,随机,11165.9608,17,3085.98,76.73
124,随机,11161.7781,17,3077.889,76.67
125,随机,11156.1469,17,3081.073,76.73
126,随机,11156.1469,17,3081.073,76.73
127,随机,11156.1469,17,3081.073,76.73
128,随机,11117.7517,17,3068.876,76.8
129,随机,11110.1206,17,3072.06,76.87
130,随机,11110.1206,17,3072.06,76.87
131,随机,11110.1206,17,3072.06,76.87
132,随机,11101.3492,17,3067.675,76.87
133,随机,11101.3492,17,3067.675,76.87
134,随机,11101.3492,17,3067.675,76.87
135,随机,11093.983,17,3063.992,76.87
136,随机,11093.983,17,3063.992,76.87
137,随机,11083.4814,17,3058.741,76.87
138,随机,11083.4814,17,3058.741,76.87
139,随机,11083.4814,17,3058.741,76.87
140,随机,11081.1509,17,3057.575,76.87
141,随机,11060.6136,17,3080.307,77.2
142,随机,11060.6136,17,3080.307,77.2
143,随机,11060.6136,17,3080.307,77.2
144,随机,11060.6136,17,3080.307,77.2
145,随机,11060.6136,17,3080.307,77.2
146,随机,11060.6136,17,3080.307,77.2
147,随机,11060.6136,17,3080.307,77.2
148,随机,11060.6136,17,3080.307,77.2
149,随机,11060.5728,17,3080.286,77.2
150,随机,11036.0587,17,3068.029,77.2
151,随机,11036.0587,17,3068.029,77.2
152,随机,11036.0587,17,3068.029,77.2
153,随机,11034.9009,17,3067.45,77.2
154,随机,11034.9009,17,3067.45,77.2
155,随机,11034.9009,17,3067.45,77.2
156,随机,11025.4841,17,3062.742,77.2
157,随机,11025.4433,17,3062.722,77.2
158,随机,11025.4433,17,3062.722,77.2
159,随机,11025.4433,17,3062.722,77.2
160,随机,11018.4778,17,3059.239,77.2
161,随机,11017.1848,17,3058.592,77.2
162,随机,10998.7757,17,3049.388,77.2
163,随机,10972.6576,17,3036.329,77.2
164,随机,10972.6576,17,3036.329,77.2
165,随机,10972.6576,17,3036.329,77.2
166,随机,10955.2528,17,3027.626,77.2
167,随机,10923.1055,17,3011.553,77.2
168,随机,10923.1055,17,3011.553,77.2
169,随机,10923.1055,17,3011.553,77.2
170,随机,10923.1055,17,3011.553,77.2
171,随机,10923.1055,17,3011.553,77.2
172,随机,10851.3273,17,2975.664,77.2
173,随机,10851.3273,17,2975.664,77.2
174,随机,10851.3273,17,2975.664,77.2
175,随机,10851.3273,17,2975.664,77.2
176,随机,10851.3273,17,2975.664,77.2
177,随机,10851.3273,17,2975.664,77.2
178,随机,10851.3273,17,2975.664,77.2
179,随机,10851.3273,17,2975.664,77.2
180,随机,10851.3273,17,2975.664,77.2
181,随机,10851.3273,17,2975.664,77.2
182,随机,10851.3273,17,2975.664,77.2
183,随机,10851.2102,17,2975.605,77.2
184,随机,10851.2102,17,2975.605,77.2
185,随机,10845.1998,17,2972.6,77.2
186,随机,10828.3848,17,2977.192,77.33
187,随机,10828.3848,17,2977.192,77.33
188,随机,10828.3848,17,2977.192,77.33
189,随机,10828.2677,17,2977.134,77.33
190,随机,10828.2677,17,2977.134,77.33
191,随机,10828.2677,17,2977.134,77.33
192,随机,10801.6661,17,2970.833,77.4
193,随机,10801.6661,17,2970.833,77.4
194,随机,10801.6661,17,2970.833,77.4
195,随机,10801.6661,17,2970.833,77.4
196,随机,10798.4441,17,2982.222,77.53
197,随机,10796.2333,17,2968.117,77.4
198,随机,10796.2333,17,2968.117,77.4
199,随机,10789.6967,17,2964.848,77.4
200,随机,10751.0274,17,2958.514,77.53
201,随机,10751.0274,17,2958.514,77.53
202,随机,10748.8166,17,2944.408,77.4
203,随机,10748.8166,17,2944.408,77.4
204,随机,10748.8166,17,2944.408,77.4
205,随机,10741.2534,17,2940.627,77.4
206,随机,10741.2534,17,2940.627,77.4
207,随机,10741.2534,17,2940.627,77.4
208,随机,10741.2534,17,2940.627,77.4
209,随机,10731.0935,17,2955.547,77.6
210,随机,10731.0935,17,2955.547,77.6
211,随机,10722.8729,17,2931.436,77.4
212,随机,10722.8729,17,2931.436,77.4
213,随机,10722.8729,17,2931.436,77.4
214,随机,10722.8729,17,2931.436,77.4
215,随机,10722.8729,17,2931.436,77.4
216,随机,10722.8729,17,2931.436,77.4
217,随机,10710.3827,17,2938.191,77.53
218,随机,10710.3827,17,2938.191,77.53
219,随机,10698.8796,17,2932.44,77.53
220,随机,10698.8796,17,2932.44,77.53
221,随机,10698.8796,17,2932.44,77.53
222,随机,10698.8796,17,2932.44,77.53
223,随机,10698.8796,17,2932.44,77.53
224,随机,10698.7334,17,2932.367,77.53
225,随机,10698.7334,17,2932.367,77.53
226,随机,10698.7334,17,2932.367,77.53
227,随机,10674.5021,17,2920.251,77.53
228,随机,10674.5021,17,2920.251,77.53
229,随机,10674.5021,17,2920.251,77.53
230,随机,10674.3559,17,2920.178,77.53
231,随机,10674.3559,17,2920.178,77.53
232,随机,10674.3559,17,2920.178,77.53
233,随机,10664.4323,17,2915.216,77.53
234,随机,10664.4323,17,2915.216,77.53
235,随机,10664.4323,17,2915.216,77.53
236,随机,10664.4323,17,2915.216,77.53
237,随机,10664.4323,17,2915.216,77.53
238,随机,10664.4323,17,2915.216,77.53
239,随机,10664.4323,17,2915.216,77.53
240,随机,10664.4323,17,2915.216,77.53
241,随机,10664.4323,17,2915.216,77.53
242,随机,10664.4323,17,2915.216,77.53
243,随机,10664.4323,17,2915.216,77.53
244,随机,10664.4323,17,2915.216,77.53
245,随机,10664.4323,17,2915.216,77.53
246,随机,10658.9455,17,2912.473,77.53
247,随机,10658.9455,17,2912.473,77.53
248,随机,10658.9455,17,2912.473,77.53
249,随机,10635.1804,17,2900.59,77.53
250,随机,10635.1804,17,2900.59,77.53
251,随机,10635.1804,17,2900.59,77.53
252,随机,10629.6935,17,2897.847,77.53
253,随机,10629.6935,17,2897.847,77.53
254,随机,10629.6935,17,2897.847,77.53
255,随机,10629.6935,17,2897.847,77.53
256,随机,10629.6935,17,2897.847,77.53
257,随机,10620.1805,17,2900.09,77.6
258,随机,10620.1805,17,2900.09,77.6
259,随机,10620.1805,17,2900.09,77.6
260,随机,10620.1805,17,2900.09,77.6
261,随机,10620.1805,17,2900.09,77.6
262,随机,10620.1805,17,2900.09,77.6
263,随机,10620.1118,17,2900.056,77.6
264,随机,10620.1118,17,2900.056,77.6
265,随机,10620.1118,17,2900.056,77.6
266,随机,10620.1118,17,2900.056,77.6
267,随机,10620.1118,17,2900.056,77.6
268,随机,10620.1118,17,2900.056,77.6
269,随机,10620.1118,17,2900.056,77.6
270,随机,10620.1118,17,2900.056,77.6
271,随机,10610.2337,17,2895.117,77.6
272,随机,10610.2337,17,2895.117,77.6
273,随机,10610.2337,17,2895.117,77.6
274,随机,10610.2337,17,2895.117,77.6
275,随机,10605.8347,17,2892.917,77.6
276,随机,10605.8347,17,2892.917,77.6
277,随机,10601.6802,17,2890.84,77.6
278,随机,10601.6802,17,2890.84,77.6
279,随机,10597.2812,17,2888.641,77.6
280,随机,10597.2812,17,2888.641,77.6
281,随机,10597.2812,17,2888.641,77.6
282,随机,10597.2812,17,2888.641,77.6
283,随机,10597.2812,17,2888.641,77.6
284,随机,10586.4468,17,2883.223,77.6
285,随机,10586.4468,17,2883.223,77.6
286,随机,10586.4468,17,2883.223,77.6
287,随机,10586.4468,17,2883.223,77.6
288,随机,10585.0785,17,2882.539,77.6
289,随机,10585.0785,17,2882.539,77.6
290,随机,10580.9469,17,2880.473,77.6
291,随机,10577.6666,17,2878.833,77.6
292,随机,10577.6666,17,2878.833,77.6
293,随机,10575.8585,17,2877.929,77.6
294,随机,10574.817,17,2877.408,77.6
295,随机,10573.4487,17,2876.724,77.6
296,随机,10561.3687,17,2870.684,77.6
297,随机,10561.3687,17,2870.684,77.6
298,随机,10561.3687,17,2870.684,77.6
