generation,fitness
1,24699.35
2,22490.48
3,22490.48
4,22339.17
5,20894.13
6,20894.13
7,20894.13
8,20327.18
9,20327.18
10,20327.18
11,19355.12
12,19023.24
13,18598.57
14,18336.82
15,18191.89
16,18191.89
17,18063.72
18,18030.37
19,17544.33
20,17544.33
21,17375.06
22,17214.99
23,16770.87
24,16515.55
25,16432.24
26,16432.24
27,16352.54
28,16352.54
29,15917.5
30,15917.5
31,15912.72
32,15912.72
33,15912.72
34,15843.36
35,15806.37
36,15716.94
37,15712.17
38,15712.17
39,15712.17
40,15712.17
41,15712.17
42,15712.17
43,15712.17
44,15668.36
45,15572.6
46,15572.6
47,15572.6
48,15572.6
49,15572.6
50,15572.6
51,15572.6
52,15572.6
53,15572.6
54,15572.6
55,15572.6
56,15572.6
57,15566.2
58,15566.2
59,15566.2
60,15373.95
61,15373.95
62,15373.95
63,15373.95
64,15373.95
65,15373.95
66,15244.11
67,15244.11
68,15051.29
69,15051.29
70,15051.29
71,15051.29
72,15051.29
73,15051.29
74,15051.29
75,15051.29
76,15051.29
77,15051.29
78,15051.29
79,15051.29
80,15051.29
81,15051.29
82,15051.29
83,15051.29
84,15051.29
85,15051.29
86,15051.29
87,15051.29
88,15051.29
89,15051.29
90,15051.29
91,15051.29
92,15051.29
93,15051.29
94,15051.29
95,15051.29
96,15051.29
97,15051.29
98,15051.29
99,15051.29
100,15051.29
101,15051.29
102,14931.51
103,14931.51
104,14931.51
105,14728.39
106,14728.39
107,14728.39
108,14728.39
109,14728.39
110,14728.39
111,14728.39
112,14728.39
113,14728.39
114,14728.39
115,14728.39
116,14728.39
117,14728.39
118,14728.39
119,14728.39
120,14728.39
121,14728.39
122,14728.39
123,14728.39
124,14728.39
125,14728.39
126,14728.39
127,14728.39
128,14728.39
129,14728.39
130,14728.39
131,14728.39
132,14728.39
133,14728.39
134,14728.39
135,14728.39
136,14677.66
137,14677.66
138,14677.66
139,14677.66
140,14677.66
141,14677.66
142,14677.66
143,14663.65
144,14663.65
145,14663.65
146,14663.65
147,14663.65
148,14663.65
149,14663.65
150,14663.65
151,14663.65
152,14663.65
153,14663.65
154,14663.65
155,14663.65
156,14663.65
157,14663.65
158,14644.81
159,14631.8
160,14631.8
161,14574.88
162,14517.29
163,14514.71
164,14514.71
165,14514.71
166,14514.71
167,14514.71
168,14460.82
169,14460.82
170,14460.82
171,14428.43
172,14428.43
173,14428.43
174,14428.43
175,14428.43
176,14428.43
177,14355.46
178,14355.46
179,14355.46
180,14355.46
181,14355.46
182,14355.46
183,14355.46
184,14355.46
185,14355.46
186,14355.46
187,14355.46
188,14355.46
189,14355.46
190,14337.89
191,14304.29
192,14286.72
193,14286.72
194,14286.72
195,14286.72
196,14286.72
197,14286.72
198,14286.72
199,14286.72
200,14286.72
201,14286.72
202,14286.72
203,14286.72
204,14286.72
205,14286.72
206,14286.72
207,14286.72
208,14286.72
209,14286.72
210,14286.72
211,14179.85
