index,type,fitness,vehicle,distance,satisfaction
1,随机,15604.4791,25,4939.24,73.87
2,随机,15385.0162,23,4542.508,70.8
3,随机,15385.0162,23,4542.508,70.8
4,随机,14886.3088,24,4630.154,74.27
5,随机,13270.068,21,4172.034,77.47
6,随机,13270.068,21,4172.034,77.47
7,随机,13270.068,21,4172.034,77.47
8,随机,13270.068,21,4172.034,77.47
9,随机,13270.068,21,4172.034,77.47
10,随机,13270.068,21,4172.034,77.47
11,随机,13061.0773,21,4160.539,78.4
12,随机,13061.0773,21,4160.539,78.4
13,随机,13061.0773,21,4160.539,78.4
14,随机,12933.2378,22,4219.619,79.73
15,随机,12775.5594,21,4050.78,78.73
16,随机,12775.5594,21,4050.78,78.73
17,随机,12594.329,22,4077.164,80.0
18,随机,12594.329,22,4077.164,80.0
19,随机,12528.6789,22,4057.339,80.13
20,随机,12256.2574,21,4045.129,81.27
21,随机,12124.1341,20,3915.067,80.53
22,随机,12124.1341,20,3915.067,80.53
23,随机,12124.1341,20,3915.067,80.53
24,随机,12072.5596,21,4126.28,83.0
25,随机,12072.5596,21,4126.28,83.0
26,随机,12072.5596,21,4126.28,83.0
27,随机,11739.9424,21,4066.971,84.07
28,随机,11739.9424,21,4066.971,84.07
29,随机,11525.4985,21,4045.749,84.93
30,随机,11525.4985,21,4045.749,84.93
31,随机,11525.4985,21,4045.749,84.93
32,随机,11445.9945,20,4075.997,85.53
33,随机,11445.9945,20,4075.997,85.53
34,随机,11445.9945,20,4075.997,85.53
35,随机,11387.1005,21,4063.55,85.8
36,随机,11261.0748,21,4080.537,86.6
37,随机,11261.0748,21,4080.537,86.6
38,随机,11261.0748,21,4080.537,86.6
39,随机,11261.0748,21,4080.537,86.6
40,随机,11130.7467,21,4088.373,87.33
41,随机,11130.7467,21,4088.373,87.33
42,随机,11070.2644,21,4058.132,87.33
43,随机,10977.3771,20,4128.689,88.4
44,随机,10925.3161,20,4049.658,87.87
45,随机,10925.3161,20,4049.658,87.87
46,随机,10925.3161,20,4049.658,87.87
47,随机,10731.9905,20,4118.995,89.53
48,随机,10728.8594,20,4031.43,88.67
49,随机,10623.571,20,4118.786,90.07
50,随机,10455.7891,20,4060.895,90.33
51,随机,10332.4109,20,4046.205,90.8
52,随机,10332.4109,20,4046.205,90.8
53,随机,10305.7526,20,4012.876,90.6
54,随机,10305.7526,20,4012.876,90.6
55,随机,10305.7526,20,4012.876,90.6
56,随机,10196.9172,20,3998.459,91.0
57,随机,10196.9172,20,3998.459,91.0
58,随机,10112.3492,20,3989.175,91.33
59,随机,10112.3492,20,3989.175,91.33
60,随机,10065.275,20,4005.638,91.73
61,随机,9919.9757,20,3999.988,92.4
62,随机,9914.8461,20,4010.423,92.53
63,随机,9881.048,20,3993.524,92.53
64,随机,9866.5052,20,3993.253,92.6
65,随机,9812.25,20,3999.125,92.93
66,随机,9732.6578,20,4006.329,93.4
67,随机,9731.2964,20,4005.648,93.4
68,随机,9675.9538,20,3997.977,93.6
69,随机,9675.9538,20,3997.977,93.6
70,随机,9593.2524,20,3996.626,94.0
71,随机,9511.8856,20,4008.943,94.53
72,随机,9511.8856,20,4008.943,94.53
73,随机,9511.8856,20,4008.943,94.53
74,随机,9428.2121,20,4021.106,95.07
75,随机,9420.7194,20,4017.36,95.07
76,随机,9420.7194,20,4017.36,95.07
77,随机,9415.6693,20,4020.835,95.13
78,随机,9233.8637,20,4016.932,96.0
79,随机,9233.8637,20,4016.932,96.0
80,随机,9219.3209,20,4016.66,96.07
81,随机,9210.9645,20,4032.482,96.27
82,随机,9210.9645,20,4032.482,96.27
83,随机,9210.9645,20,4032.482,96.27
84,随机,9198.2871,20,4026.144,96.27
85,随机,9198.2871,20,4026.144,96.27
86,随机,9185.7191,20,4032.86,96.4
