index,type,fitness,vehicle,distance,satisfaction
1,定向,8900.8117,12,1817.406,74.87
2,定向,8900.8117,12,1817.406,74.87
3,定向,8900.8117,12,1817.406,74.87
4,定向,8900.8117,12,1817.406,74.87
5,定向,8795.7244,13,2027.862,77.6
6,定向,8666.4419,13,2123.221,79.2
7,定向,8666.4419,13,2123.221,79.2
8,定向,8666.4419,13,2123.221,79.2
9,定向,8424.6622,14,2205.331,81.33
10,定向,7692.8873,13,1989.444,82.73
11,定向,7692.8873,13,1989.444,82.73
12,定向,7692.8873,13,1989.444,82.73
13,定向,7692.8873,13,1989.444,82.73
14,定向,7692.8873,13,1989.444,82.73
15,定向,7692.8873,13,1989.444,82.73
16,定向,7692.8873,13,1989.444,82.73
17,定向,7692.8873,13,1989.444,82.73
18,定向,7692.8873,13,1989.444,82.73
19,定向,7692.8873,13,1989.444,82.73
20,定向,7692.8873,13,1989.444,82.73
21,定向,7692.8873,13,1989.444,82.73
22,定向,7692.8873,13,1989.444,82.73
23,定向,7692.8873,13,1989.444,82.73
24,定向,7692.8873,13,1989.444,82.73
25,定向,7692.8873,13,1989.444,82.73
26,定向,7692.8873,13,1989.444,82.73
27,定向,7692.8873,13,1989.444,82.73
28,定向,7692.8873,13,1989.444,82.73
29,定向,7601.6264,14,2387.813,87.27
30,定向,7586.2018,14,2373.101,87.2
31,定向,7586.2018,14,2373.101,87.2
32,定向,7545.2538,14,2392.627,87.6
33,定向,7477.406,14,2325.703,87.27
34,定向,7298.7079,14,2422.354,89.13
35,定向,7257.76,14,2441.88,89.53
36,定向,7257.76,14,2441.88,89.53
37,定向,7256.9534,14,2421.477,89.33
38,定向,7174.4875,14,2360.244,89.13
39,定向,7174.4875,14,2360.244,89.13
40,定向,7155.3805,14,2450.69,90.13
41,定向,7094.7085,14,2434.354,90.27
42,定向,7094.7085,14,2434.354,90.27
43,定向,7072.4487,14,2396.224,90.0
44,定向,7049.1606,14,2431.58,90.47
45,定向,7047.057,14,2410.529,90.27
46,定向,6930.3354,14,2418.168,90.93
47,定向,6930.3354,14,2418.168,90.93
48,定向,6814.1793,14,2427.09,91.6
49,定向,6814.1793,14,2427.09,91.6
50,定向,6690.4422,14,2432.221,92.27
51,定向,6540.1862,14,2390.093,92.6
52,定向,6540.1862,14,2390.093,92.6
53,定向,6494.6383,14,2387.319,92.8
54,定向,6488.346,14,2391.173,92.87
55,定向,6427.2932,13,2310.647,92.27
56,定向,6404.4206,14,2349.21,92.87
57,定向,6342.525,13,2314.262,92.73
58,定向,6342.525,13,2314.262,92.73
59,定向,6342.525,13,2314.262,92.73
60,定向,6255.2107,14,2380.605,93.93
61,定向,6255.2107,14,2380.605,93.93
62,定向,6255.2107,14,2380.605,93.93
63,定向,6255.2107,14,2380.605,93.93
64,定向,6255.2107,14,2380.605,93.93
65,定向,6255.2107,14,2380.605,93.93
66,定向,6255.2107,14,2380.605,93.93
67,定向,6229.1915,13,2257.596,92.73
68,定向,6229.1915,13,2257.596,92.73
69,定向,6073.8142,14,2356.907,94.6
70,定向,6073.8142,14,2356.907,94.6
71,定向,6073.8142,14,2356.907,94.6
72,定向,6073.8142,14,2356.907,94.6
73,定向,6038.934,13,2276.467,93.87
74,定向,6038.934,13,2276.467,93.87
75,定向,6038.934,13,2276.467,93.87
76,定向,6038.934,13,2276.467,93.87
77,定向,5995.8852,13,2254.943,93.87
78,定向,5995.8852,13,2254.943,93.87
79,定向,5995.8852,13,2254.943,93.87
80,定向,5995.8852,13,2254.943,93.87
81,定向,5995.8852,13,2254.943,93.87
82,定向,5959.5712,13,2269.786,94.2
83,定向,5959.5712,13,2269.786,94.2
84,定向,5802.6264,13,2264.313,94.93
85,定向,5745.6242,13,2242.812,95.0
86,定向,5745.6242,13,2242.812,95.0
87,定向,5745.6242,13,2242.812,95.0
88,定向,5745.6242,13,2242.812,95.0
89,定向,5745.6242,13,2242.812,95.0
90,定向,5709.9727,13,2257.986,95.33
91,定向,5709.9727,13,2257.986,95.33
92,定向,5709.7167,13,2257.858,95.33
93,定向,5652.9705,13,2236.485,95.4
94,定向,5652.9705,13,2236.485,95.4
95,定向,5639.295,13,2229.647,95.4
96,定向,5597.8538,13,2235.927,95.67
97,定向,5597.8538,13,2235.927,95.67
98,定向,5597.8538,13,2235.927,95.67
99,定向,5584.1783,13,2229.089,95.67
100,定向,5584.1783,13,2229.089,95.67
101,定向,5584.1783,13,2229.089,95.67
102,定向,5537.5242,13,2211.762,95.73
103,定向,5537.5242,13,2211.762,95.73
104,定向,5537.5242,13,2211.762,95.73
105,定向,5537.5242,13,2211.762,95.73
106,定向,5537.5242,13,2211.762,95.73
107,定向,5537.5242,13,2211.762,95.73
108,定向,5537.5242,13,2211.762,95.73
109,定向,5531.8634,13,2208.932,95.73
110,定向,5531.8634,13,2208.932,95.73
111,定向,5531.8634,13,2208.932,95.73
112,定向,5527.8423,13,2206.921,95.73
113,定向,5527.8423,13,2206.921,95.73
114,定向,5527.8423,13,2206.921,95.73
115,定向,5525.4304,13,2205.715,95.73
116,定向,5525.4304,13,2205.715,95.73
117,定向,5525.4304,13,2205.715,95.73
118,定向,5525.4304,13,2205.715,95.73
119,定向,5519.2883,13,2202.644,95.73
120,定向,5519.2883,13,2202.644,95.73
121,定向,5519.2883,13,2202.644,95.73
122,定向,5510.649,13,2198.325,95.73
123,定向,5510.649,13,2198.325,95.73
124,定向,5510.649,13,2198.325,95.73
125,定向,5509.6712,13,2191.836,95.67
126,定向,5509.1829,13,2191.591,95.67
127,定向,5499.7569,13,2186.878,95.67
128,定向,5499.7569,13,2186.878,95.67
129,定向,5499.7569,13,2186.878,95.67
130,定向,5499.7569,13,2186.878,95.67
131,定向,5494.8898,13,2184.445,95.67
132,定向,5494.8898,13,2184.445,95.67
133,定向,5482.5366,13,2178.268,95.67
134,定向,5478.5004,13,2176.25,95.67
135,定向,5477.6694,13,2175.835,95.67
136,定向,5477.6694,13,2175.835,95.67
137,定向,5461.28,13,2167.64,95.67
138,定向,5461.28,13,2167.64,95.67
139,定向,5461.28,13,2167.64,95.67
140,定向,5461.28,13,2167.64,95.67
141,定向,5461.28,13,2167.64,95.67
142,定向,5449.4122,13,2161.706,95.67
143,定向,5449.4122,13,2161.706,95.67
144,定向,5449.4122,13,2161.706,95.67
145,定向,5449.4122,13,2161.706,95.67
146,定向,5449.4122,13,2161.706,95.67
147,定向,5449.1321,13,2161.566,95.67
148,定向,5449.1321,13,2161.566,95.67
149,定向,5438.2644,13,2162.132,95.73
150,定向,5438.2644,13,2162.132,95.73
151,定向,5437.9844,13,2161.992,95.73
152,定向,5437.9844,13,2161.992,95.73
153,定向,5437.9844,13,2161.992,95.73
154,定向,5437.9844,13,2161.992,95.73
155,定向,5437.9844,13,2161.992,95.73
156,定向,5437.9844,13,2161.992,95.73
157,定向,5437.9844,13,2161.992,95.73
158,定向,5434.7547,13,2160.377,95.73
159,定向,5434.7547,13,2160.377,95.73
160,定向,5434.7547,13,2160.377,95.73
161,定向,5434.7547,13,2160.377,95.73
162,定向,5434.7547,13,2160.377,95.73
163,定向,5434.7547,13,2160.377,95.73
164,定向,5434.7547,13,2160.377,95.73
165,定向,5434.7547,13,2160.377,95.73
166,定向,5434.7547,13,2160.377,95.73
167,定向,5434.7547,13,2160.377,95.73
168,定向,5426.2886,13,2156.144,95.73
169,定向,5426.2886,13,2156.144,95.73
170,定向,5419.6481,13,2152.824,95.73
171,定向,5419.6481,13,2152.824,95.73
172,定向,5396.825,13,2141.413,95.73
173,定向,5396.825,13,2141.413,95.73
174,定向,5396.825,13,2141.413,95.73
175,定向,5396.825,13,2141.413,95.73
176,定向,5381.7184,13,2133.859,95.73
177,定向,5381.7184,13,2133.859,95.73
178,定向,5381.7184,13,2133.859,95.73
179,定向,5374.1158,13,2130.058,95.73
180,定向,5374.1158,13,2130.058,95.73
181,定向,5364.7146,13,2119.357,95.67
182,定向,5362.7843,13,2124.392,95.73
183,定向,5358.7416,13,2122.371,95.73
184,定向,5358.7416,13,2122.371,95.73
185,定向,5354.4035,13,2120.202,95.73
186,定向,5354.4035,13,2120.202,95.73
187,定向,5354.4035,13,2120.202,95.73
188,定向,5354.4035,13,2120.202,95.73
189,定向,5354.4035,13,2120.202,95.73
190,定向,5342.0417,13,2114.021,95.73
191,定向,5342.0417,13,2114.021,95.73
192,定向,5342.0417,13,2114.021,95.73
193,定向,5342.0417,13,2114.021,95.73
194,定向,5342.0417,13,2114.021,95.73
195,定向,5338.3253,13,2112.163,95.73
196,定向,5325.9334,13,2105.967,95.73
197,定向,5306.4374,13,2096.219,95.73
198,定向,5306.4374,13,2096.219,95.73
199,定向,5306.4374,13,2096.219,95.73
200,定向,5306.4374,13,2096.219,95.73
201,定向,5290.3291,13,2088.165,95.73
202,定向,5249.3946,13,2067.697,95.73
203,定向,5249.3946,13,2067.697,95.73
204,定向,5249.3946,13,2067.697,95.73
205,定向,5249.3946,13,2067.697,95.73
206,定向,5249.3946,13,2067.697,95.73
207,定向,5249.0254,13,2067.513,95.73
208,定向,5244.0817,13,2065.041,95.73
209,定向,5243.6303,13,2064.815,95.73
210,定向,5243.6303,13,2064.815,95.73
211,定向,5243.6303,13,2064.815,95.73
212,定向,5243.6303,13,2064.815,95.73
213,定向,5243.6303,13,2064.815,95.73
214,定向,5243.6303,13,2064.815,95.73
215,定向,5243.6303,13,2064.815,95.73
216,定向,5243.6303,13,2064.815,95.73
217,定向,5243.6303,13,2064.815,95.73
218,定向,5243.6303,13,2064.815,95.73
219,定向,5243.6303,13,2064.815,95.73
220,定向,5243.6303,13,2064.815,95.73
221,定向,5243.6303,13,2064.815,95.73
222,定向,5243.6303,13,2064.815,95.73
223,定向,5243.6303,13,2064.815,95.73
224,定向,5243.6303,13,2064.815,95.73
225,定向,5236.9159,13,2061.458,95.73
226,定向,5236.9159,13,2061.458,95.73
227,定向,5236.9159,13,2061.458,95.73
228,定向,5236.9159,13,2061.458,95.73
229,定向,5236.9159,13,2061.458,95.73
230,定向,5236.9159,13,2061.458,95.73
231,定向,5236.9159,13,2061.458,95.73
232,定向,5236.9159,13,2061.458,95.73
233,定向,5236.9159,13,2061.458,95.73
234,定向,5236.9159,13,2061.458,95.73
235,定向,5236.9159,13,2061.458,95.73
236,定向,5236.7363,13,2061.368,95.73
237,定向,5231.804,13,2058.902,95.73
238,定向,5231.804,13,2058.902,95.73
239,定向,5231.804,13,2058.902,95.73
240,定向,5231.804,13,2058.902,95.73
241,定向,5229.2677,13,2057.634,95.73
242,定向,5229.2677,13,2057.634,95.73
243,定向,5229.2677,13,2057.634,95.73
244,定向,5229.2677,13,2057.634,95.73
245,定向,5229.2677,13,2057.634,95.73
246,定向,5229.2677,13,2057.634,95.73
247,定向,5229.2677,13,2057.634,95.73
248,定向,5229.2677,13,2057.634,95.73
249,定向,5229.2677,13,2057.634,95.73
250,定向,5229.2677,13,2057.634,95.73
251,定向,5222.4337,13,2054.217,95.73
252,定向,5222.4337,13,2054.217,95.73
253,定向,5222.4337,13,2054.217,95.73
254,定向,5222.4337,13,2054.217,95.73
255,定向,5222.4337,13,2054.217,95.73
256,定向,5222.4337,13,2054.217,95.73
257,定向,5222.4337,13,2054.217,95.73
258,定向,5222.4337,13,2054.217,95.73
259,定向,5222.4337,13,2054.217,95.73
260,定向,5222.4337,13,2054.217,95.73
261,定向,5222.4337,13,2054.217,95.73
262,定向,5222.4337,13,2054.217,95.73
263,定向,5222.4337,13,2054.217,95.73
264,定向,5222.4337,13,2054.217,95.73
265,定向,5222.4337,13,2054.217,95.73
266,定向,5222.4337,13,2054.217,95.73
267,定向,5222.4337,13,2054.217,95.73
268,定向,5222.4337,13,2054.217,95.73
269,定向,5222.4337,13,2054.217,95.73
270,定向,5139.811,13,2212.906,97.73
271,定向,5139.811,13,2212.906,97.73
272,定向,5139.811,13,2212.906,97.73
273,定向,5139.811,13,2212.906,97.73
274,定向,5125.9826,13,2205.991,97.73
275,定向,5004.6556,13,2145.328,97.73
276,定向,4994.3974,13,2140.199,97.73
277,定向,4994.3974,13,2140.199,97.73
278,定向,4994.3974,13,2140.199,97.73
279,定向,4982.7135,13,2134.357,97.73
280,定向,4982.7135,13,2134.357,97.73
281,定向,4982.7135,13,2134.357,97.73
282,定向,4982.7135,13,2134.357,97.73
283,定向,4982.7135,13,2134.357,97.73
284,定向,4982.7135,13,2134.357,97.73
285,定向,4982.7135,13,2134.357,97.73
286,定向,4982.7135,13,2134.357,97.73
287,定向,4937.9413,13,2111.971,97.73
288,定向,4937.9413,13,2111.971,97.73
289,定向,4937.9413,13,2111.971,97.73
290,定向,4928.2788,13,2107.139,97.73
291,定向,4928.2788,13,2107.139,97.73
292,定向,4928.2788,13,2107.139,97.73
293,定向,4928.2788,13,2107.139,97.73
294,定向,4928.2788,13,2107.139,97.73
295,定向,4924.4223,13,2105.211,97.73
296,定向,4924.4223,13,2105.211,97.73
297,定向,4924.4223,13,2105.211,97.73
298,定向,4924.4223,13,2105.211,97.73
299,定向,4923.2447,13,2104.622,97.73
300,定向,4923.2447,13,2104.622,97.73
301,定向,4923.2447,13,2104.622,97.73
302,定向,4923.2447,13,2104.622,97.73
303,定向,4923.2447,13,2104.622,97.73
304,定向,4919.2005,13,2102.6,97.73
305,定向,4919.2005,13,2102.6,97.73
306,定向,4919.2005,13,2102.6,97.73
307,定向,4919.2005,13,2102.6,97.73
308,定向,4870.4509,13,2078.225,97.73
309,定向,4855.3729,13,2070.686,97.73
310,定向,4855.3729,13,2070.686,97.73
311,定向,4855.3729,13,2070.686,97.73
312,定向,4855.3729,13,2070.686,97.73
313,定向,4855.3729,13,2070.686,97.73
314,定向,4855.3729,13,2070.686,97.73
315,定向,4855.3729,13,2070.686,97.73
316,定向,4855.3729,13,2070.686,97.73
317,定向,4845.1889,13,2065.594,97.73
318,定向,4845.1889,13,2065.594,97.73
319,定向,4845.1889,13,2065.594,97.73
320,定向,4845.1889,13,2065.594,97.73
321,定向,4845.1889,13,2065.594,97.73
322,定向,4845.1889,13,2065.594,97.73
323,定向,4845.1889,13,2065.594,97.73
324,定向,4845.1889,13,2065.594,97.73
325,定向,4845.1889,13,2065.594,97.73
326,定向,4845.1889,13,2065.594,97.73
327,定向,4845.1889,13,2065.594,97.73
328,定向,4845.1889,13,2065.594,97.73
329,定向,4845.1889,13,2065.594,97.73
330,定向,4845.1889,13,2065.594,97.73
331,定向,4845.1889,13,2065.594,97.73
332,定向,4845.1889,13,2065.594,97.73
333,定向,4845.1889,13,2065.594,97.73
334,定向,4844.8403,13,2065.42,97.73
335,定向,4844.8403,13,2065.42,97.73
336,定向,4844.8403,13,2065.42,97.73
337,定向,4844.8403,13,2065.42,97.73
338,定向,4839.7696,13,2062.885,97.73
339,定向,4829.319,13,2057.66,97.73
340,定向,4829.319,13,2057.66,97.73
341,定向,4829.319,13,2057.66,97.73
342,定向,4829.319,13,2057.66,97.73
343,定向,4829.319,13,2057.66,97.73
344,定向,4823.8998,13,2054.95,97.73
345,定向,4823.8998,13,2054.95,97.73
346,定向,4823.8998,13,2054.95,97.73
347,定向,4823.8998,13,2054.95,97.73
348,定向,4822.3676,13,2054.184,97.73
349,定向,4822.3676,13,2054.184,97.73
350,定向,4822.3676,13,2054.184,97.73
351,定向,4822.3676,13,2054.184,97.73
352,定向,4822.3676,13,2054.184,97.73
353,定向,4822.3676,13,2054.184,97.73
354,定向,4822.3676,13,2054.184,97.73
355,定向,4822.3676,13,2054.184,97.73
356,定向,4822.3676,13,2054.184,97.73
357,定向,4822.3676,13,2054.184,97.73
358,定向,4819.2129,13,2052.606,97.73
359,定向,4819.2129,13,2052.606,97.73
