generation,fitness
1,"(11964.76,)"
2,"(11510.66,)"
3,"(11396.65,)"
4,"(10665.65,)"
5,"(10665.65,)"
6,"(10131.77,)"
7,"(9941.61,)"
8,"(9941.61,)"
9,"(9941.61,)"
10,"(9925.73,)"
11,"(9815.56,)"
12,"(9760.42,)"
13,"(9563.49,)"
14,"(9563.49,)"
15,"(9563.49,)"
16,"(9563.36,)"
17,"(9563.36,)"
18,"(9563.36,)"
19,"(9563.36,)"
20,"(9563.36,)"
21,"(9563.36,)"
22,"(9563.36,)"
23,"(9563.36,)"
24,"(9454.98,)"
25,"(9454.98,)"
26,"(9454.98,)"
27,"(9454.98,)"
28,"(9454.98,)"
29,"(9318.22,)"
30,"(9303.14,)"
31,"(9303.14,)"
32,"(9303.14,)"
33,"(9303.14,)"
34,"(9303.14,)"
35,"(9259.63,)"
36,"(9259.63,)"
37,"(9259.63,)"
38,"(9259.63,)"
39,"(9259.63,)"
40,"(9259.63,)"
41,"(9259.63,)"
42,"(9259.63,)"
43,"(9259.63,)"
44,"(9259.63,)"
45,"(9259.63,)"
46,"(9259.63,)"
47,"(9259.63,)"
48,"(9259.63,)"
49,"(9259.63,)"
50,"(9259.63,)"
51,"(9259.63,)"
52,"(9259.63,)"
53,"(9259.63,)"
54,"(9259.63,)"
55,"(9259.63,)"
56,"(9259.63,)"
57,"(9259.63,)"
58,"(9259.63,)"
59,"(9259.63,)"
60,"(9259.63,)"
61,"(9259.63,)"
62,"(9259.63,)"
63,"(9259.63,)"
64,"(9259.63,)"
65,"(9259.63,)"
66,"(9259.63,)"
67,"(9259.63,)"
68,"(9259.63,)"
69,"(9259.63,)"
70,"(9259.63,)"
71,"(9259.63,)"
72,"(9259.63,)"
73,"(9259.63,)"
74,"(9259.63,)"
75,"(9259.63,)"
76,"(9259.63,)"
77,"(9259.63,)"
78,"(9259.63,)"
79,"(9259.63,)"
80,"(9259.63,)"
81,"(9259.63,)"
82,"(9259.63,)"
83,"(9259.63,)"
84,"(9259.63,)"
85,"(9259.63,)"
86,"(9259.63,)"
87,"(9259.63,)"
88,"(9259.63,)"
89,"(9259.63,)"
90,"(9259.63,)"
91,"(9259.63,)"
92,"(9259.63,)"
93,"(9259.63,)"
94,"(9259.63,)"
95,"(9259.63,)"
96,"(9259.63,)"
97,"(9259.63,)"
98,"(9259.63,)"
99,"(9259.63,)"
100,"(9259.63,)"
101,"(9259.63,)"
102,"(9259.63,)"
103,"(9259.63,)"
104,"(9259.63,)"
105,"(9259.63,)"
106,"(9259.63,)"
107,"(9259.63,)"
108,"(9259.63,)"
109,"(9259.63,)"
110,"(9259.63,)"
111,"(9259.63,)"
112,"(9259.63,)"
113,"(9259.63,)"
114,"(9259.63,)"
115,"(9259.63,)"
116,"(9259.63,)"
117,"(9259.63,)"
118,"(9259.63,)"
119,"(9259.63,)"
120,"(9259.63,)"
121,"(9259.63,)"
122,"(9259.63,)"
123,"(9259.63,)"
124,"(9259.63,)"
125,"(9259.63,)"
126,"(9259.63,)"
127,"(9259.63,)"
128,"(9259.63,)"
129,"(9259.63,)"
130,"(9259.63,)"
131,"(9259.63,)"
132,"(9259.63,)"
133,"(9259.63,)"
134,"(9259.63,)"
135,"(9259.63,)"
136,"(9259.63,)"
137,"(9259.63,)"
138,"(9259.63,)"
139,"(9259.63,)"
140,"(9259.63,)"
141,"(9259.63,)"
142,"(9259.63,)"
143,"(9259.63,)"
144,"(9259.63,)"
145,"(9259.63,)"
146,"(9259.63,)"
147,"(9259.63,)"
148,"(9259.63,)"
149,"(9259.63,)"
150,"(9259.63,)"
151,"(9259.63,)"
152,"(9259.63,)"
153,"(9259.63,)"
154,"(9259.63,)"
155,"(9259.63,)"
156,"(9259.63,)"
157,"(9259.63,)"
158,"(9259.63,)"
159,"(9259.63,)"
160,"(9259.63,)"
161,"(9259.63,)"
162,"(9259.63,)"
163,"(9259.63,)"
164,"(9259.63,)"
165,"(9259.63,)"
166,"(9259.63,)"
167,"(9259.63,)"
168,"(9259.63,)"
169,"(9259.63,)"
170,"(9259.63,)"
171,"(9259.63,)"
172,"(9259.63,)"
173,"(9259.63,)"
174,"(9259.63,)"
175,"(9259.63,)"
176,"(9259.63,)"
177,"(9259.63,)"
178,"(9259.63,)"
179,"(9259.63,)"
180,"(9259.63,)"
181,"(9259.63,)"
182,"(9259.63,)"
183,"(9259.63,)"
184,"(9259.63,)"
185,"(9259.63,)"
186,"(9259.63,)"
187,"(9259.63,)"
188,"(9259.63,)"
189,"(9259.63,)"
190,"(9259.63,)"
191,"(9259.63,)"
192,"(9259.63,)"
193,"(9259.63,)"
194,"(9259.63,)"
195,"(9259.63,)"
196,"(9259.63,)"
197,"(9259.63,)"
198,"(9259.63,)"
199,"(9259.63,)"
200,"(9259.63,)"
201,"(9259.63,)"
202,"(9259.63,)"
203,"(9259.63,)"
204,"(9259.63,)"
205,"(9259.63,)"
206,"(9259.63,)"
207,"(9259.63,)"
208,"(9259.63,)"
209,"(9259.63,)"
210,"(9259.63,)"
211,"(9259.63,)"
212,"(9259.63,)"
213,"(9259.63,)"
214,"(9259.63,)"
215,"(9259.63,)"
216,"(9259.63,)"
217,"(9259.63,)"
218,"(9259.63,)"
219,"(9259.63,)"
220,"(9259.63,)"
221,"(9259.63,)"
222,"(9259.63,)"
223,"(9259.63,)"
224,"(9259.63,)"
225,"(9259.63,)"
226,"(9259.63,)"
227,"(9259.63,)"
228,"(9259.63,)"
229,"(9259.63,)"
230,"(9259.63,)"
231,"(9259.63,)"
232,"(9259.63,)"
233,"(9259.63,)"
234,"(9259.63,)"
235,"(9259.63,)"
236,"(9259.63,)"
237,"(9259.63,)"
238,"(9259.63,)"
239,"(9259.63,)"
240,"(9259.63,)"
241,"(9259.63,)"
242,"(9259.63,)"
243,"(9259.63,)"
244,"(9259.63,)"
245,"(9259.63,)"
246,"(9259.63,)"
247,"(9259.63,)"
248,"(9259.63,)"
249,"(9259.63,)"
250,"(9259.63,)"
251,"(9259.63,)"
252,"(9259.63,)"
253,"(9259.63,)"
254,"(9259.63,)"
255,"(9259.63,)"
256,"(9259.63,)"
257,"(9259.63,)"
258,"(9259.63,)"
259,"(9259.63,)"
260,"(9259.63,)"
261,"(9259.63,)"
262,"(9259.63,)"
263,"(9259.63,)"
264,"(9259.63,)"
265,"(9259.63,)"
266,"(9259.63,)"
267,"(9259.63,)"
268,"(9259.63,)"
269,"(9259.63,)"
270,"(9259.63,)"
271,"(9259.63,)"
272,"(9259.63,)"
273,"(9259.63,)"
274,"(9259.63,)"
275,"(9259.63,)"
276,"(9259.63,)"
277,"(9259.63,)"
278,"(9259.63,)"
279,"(9259.63,)"
280,"(9259.63,)"
281,"(9259.63,)"
282,"(9259.63,)"
283,"(9259.63,)"
284,"(9259.63,)"
285,"(9259.63,)"
286,"(9259.63,)"
287,"(9259.63,)"
288,"(9259.63,)"
289,"(9259.63,)"
290,"(9259.63,)"
