generation,fitness
1,"(12064.76,)"
2,"(11567.58,)"
3,"(11303.28,)"
4,"(11100.28,)"
5,"(11100.28,)"
6,"(11025.12,)"
7,"(11025.12,)"
8,"(10676.64,)"
9,"(10676.64,)"
10,"(10527.78,)"
11,"(10057.29,)"
12,"(10057.29,)"
13,"(9909.08,)"
14,"(9831.78,)"
15,"(9831.78,)"
16,"(9831.78,)"
17,"(9776.0,)"
18,"(9602.38,)"
19,"(9532.47,)"
20,"(9492.0,)"
21,"(9469.3,)"
22,"(9403.95,)"
23,"(9403.95,)"
24,"(9402.63,)"
25,"(9402.63,)"
26,"(9251.79,)"
27,"(9183.66,)"
28,"(9131.08,)"
29,"(9131.08,)"
30,"(8990.84,)"
31,"(8990.84,)"
32,"(8990.84,)"
33,"(8990.84,)"
34,"(8797.92,)"
35,"(8797.92,)"
36,"(8797.92,)"
37,"(8797.92,)"
38,"(8736.81,)"
39,"(8736.81,)"
40,"(8736.81,)"
41,"(8736.81,)"
42,"(8736.81,)"
43,"(8736.81,)"
44,"(8736.81,)"
45,"(8594.86,)"
46,"(8594.86,)"
47,"(8594.86,)"
48,"(8533.75,)"
49,"(8533.75,)"
50,"(8533.75,)"
51,"(8533.75,)"
52,"(8533.75,)"
53,"(8533.75,)"
54,"(8441.87,)"
55,"(8441.87,)"
56,"(8441.87,)"
57,"(8441.87,)"
58,"(8441.87,)"
59,"(8441.87,)"
60,"(8441.87,)"
61,"(8441.87,)"
62,"(8441.87,)"
63,"(8417.93,)"
64,"(8387.76,)"
65,"(8387.76,)"
66,"(8387.76,)"
67,"(8385.74,)"
68,"(8385.74,)"
69,"(8385.74,)"
70,"(8385.74,)"
71,"(8385.74,)"
72,"(8385.74,)"
73,"(8369.81,)"
74,"(8369.81,)"
75,"(8339.64,)"
76,"(8339.64,)"
77,"(8339.64,)"
78,"(8339.64,)"
79,"(8339.64,)"
80,"(8339.64,)"
81,"(8339.64,)"
82,"(8339.64,)"
83,"(8339.64,)"
84,"(8339.64,)"
85,"(8339.64,)"
86,"(8339.04,)"
87,"(8339.04,)"
88,"(8339.04,)"
89,"(8339.04,)"
90,"(8339.04,)"
91,"(8339.04,)"
92,"(8339.04,)"
93,"(8339.04,)"
94,"(8339.04,)"
95,"(8339.04,)"
96,"(8339.04,)"
97,"(8339.04,)"
98,"(8339.04,)"
99,"(8339.04,)"
100,"(8339.04,)"
101,"(8339.04,)"
102,"(8339.04,)"
103,"(8316.06,)"
104,"(8316.06,)"
105,"(8316.06,)"
106,"(8316.06,)"
107,"(8316.06,)"
108,"(8316.06,)"
109,"(8316.06,)"
110,"(8316.06,)"
111,"(8316.06,)"
112,"(8316.06,)"
113,"(8316.06,)"
114,"(8316.06,)"
115,"(8316.06,)"
116,"(8303.27,)"
117,"(8303.27,)"
118,"(8303.27,)"
119,"(8303.27,)"
120,"(8303.27,)"
121,"(8303.27,)"
122,"(8303.27,)"
123,"(8303.27,)"
124,"(8303.27,)"
125,"(8303.27,)"
126,"(8303.27,)"
127,"(8303.27,)"
128,"(8303.27,)"
129,"(8303.27,)"
130,"(8303.27,)"
131,"(8303.27,)"
132,"(8303.27,)"
133,"(8303.27,)"
134,"(8303.27,)"
135,"(8303.27,)"
136,"(8303.27,)"
137,"(8303.27,)"
138,"(8303.27,)"
139,"(8303.27,)"
140,"(8303.27,)"
141,"(8303.27,)"
142,"(8303.27,)"
143,"(8303.27,)"
144,"(8303.27,)"
145,"(8303.27,)"
146,"(8303.27,)"
147,"(8303.27,)"
148,"(8303.27,)"
149,"(8303.27,)"
150,"(8303.27,)"
151,"(8303.27,)"
152,"(8303.27,)"
153,"(8303.27,)"
154,"(8303.27,)"
155,"(8303.27,)"
156,"(8303.27,)"
157,"(8303.27,)"
158,"(8303.27,)"
159,"(8303.27,)"
160,"(8303.27,)"
161,"(8303.27,)"
162,"(8303.27,)"
163,"(8303.27,)"
164,"(8303.27,)"
165,"(8303.27,)"
166,"(8303.27,)"
167,"(8303.27,)"
168,"(8303.27,)"
169,"(8303.27,)"
170,"(8303.27,)"
171,"(8303.27,)"
172,"(8303.27,)"
173,"(8303.27,)"
174,"(8303.27,)"
175,"(8303.27,)"
176,"(8303.27,)"
177,"(8303.27,)"
178,"(8303.27,)"
179,"(8303.27,)"
180,"(8303.27,)"
181,"(8303.27,)"
182,"(8303.27,)"
183,"(8303.27,)"
184,"(8303.27,)"
185,"(8303.27,)"
186,"(8303.27,)"
187,"(8303.27,)"
188,"(8303.27,)"
189,"(8303.27,)"
190,"(8303.27,)"
191,"(8303.27,)"
192,"(8303.27,)"
193,"(8303.27,)"
194,"(8303.27,)"
195,"(8303.27,)"
196,"(8303.27,)"
197,"(8303.27,)"
198,"(8303.27,)"
199,"(8303.27,)"
200,"(8303.27,)"
201,"(8303.27,)"
202,"(8303.27,)"
203,"(8303.27,)"
204,"(8303.27,)"
205,"(8303.27,)"
206,"(8303.27,)"
207,"(8303.27,)"
208,"(8303.27,)"
209,"(8303.27,)"
210,"(8303.27,)"
211,"(8303.27,)"
212,"(8303.27,)"
213,"(8303.27,)"
214,"(8303.27,)"
215,"(8303.27,)"
216,"(8303.27,)"
217,"(8303.27,)"
218,"(8303.27,)"
219,"(8303.27,)"
220,"(8303.27,)"
221,"(8303.27,)"
222,"(8303.27,)"
223,"(8303.27,)"
224,"(8303.27,)"
225,"(8303.27,)"
226,"(8303.27,)"
227,"(8303.27,)"
228,"(8303.27,)"
229,"(8303.27,)"
230,"(8303.27,)"
231,"(8303.27,)"
232,"(8303.27,)"
233,"(8303.27,)"
234,"(8303.27,)"
235,"(8303.27,)"
236,"(8303.27,)"
237,"(8303.27,)"
238,"(8303.27,)"
239,"(8303.27,)"
240,"(8303.27,)"
241,"(8303.27,)"
242,"(8303.27,)"
243,"(8303.27,)"
244,"(8303.27,)"
245,"(8303.27,)"
246,"(8303.27,)"
247,"(8303.27,)"
248,"(8303.27,)"
249,"(8303.27,)"
